Collection;Source;Description-projet;tilte;Linked in item;Publisher;Creator;Contributor;Format;Type;Langage;Description0;Date;Coverage;Coverage2;Subject;Description;Description3;Œuvres citées - références;Lieux cités;Description6;Rights;License
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;28 mars 1963;ARL63;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Papier avec filigrane | 2 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);1963-03-28;France | Tunisie;1948-1983;Visite des Arland en Tunisie | Thèse de Jean Duvignaud | Sociologie du théâtre | Chronique sociologique;;Personnes citées : Arland, Janine;Bronisław Malinowski, Les Argonautes du Pacifique occidental, Gallimard, 1963 | Margaret Mead, Mœurs et sexualité en Océanie, Terre Humaine, Plon, 1963;Dar Patou - Sidi Bou Said - Tunisie | Japon | Iran | Inde | Indochine;Ambassade de France en Tunisie;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;04 mai 1963;ARL64;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Papier avec filigrane | 4 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);1963-05-04;France | Tunisie;1948-1983;Visite des Arland en Tunisie | Thèse de Jean Duvignaud | Sociologie du théâtre;;Personnes citées : Astier, Christine | Saïd, Rafik (Directeur du Comité Culturel Tunisien) | Hourani, Cécil (1917-2020);Jean Duvignaud, Arland, Marcel, Gallimard, Coll. 'La bibliothèque idéale', 1962 | Jean Duvignaud, Sociologie du théâtre - Essai sur les ombres collectives, P.U.F., 1965;Dar Patou - Sidi Bou Said - Tunisie | Rue Larbi Zarouk - Tunis - Tunisie;Ambassade de France en Tunisie | Comité Culturel du Secrétariat d'Etat à la Culture tunisien | N.R.F. (1919-) | Centre Culturel d'Hammamet;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;26 juin 1963;ARL65;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Papier avec filigrane | 2 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);1963-06-26;France | Tunisie;1948-1983;Pièces de théâtre | Chronique sociologique;;Personnes citées : Arland, Janine | Bierent, Marcelle;Marthe Robert, L’Ancien et le nouveau, De Don Quichotte à Franz Kafka, Grasset, 1963;Dar Patou - Sidi Bou Said - Tunisie | Ile de Ré;;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;12 octobre 1963;ARL66;Projet ESR - ESNA;Jean Duvignaud (1921-2007);Astier, Christine;Support : Carte postale | 1 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);1963-10-12;France | Japon;1948-1983;Voyage | Personnel;;;;5 rue Sébastien Bottin - Paris (France) VIIe;Editions Gallimard;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;01 novembre 1963;ARL67;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Papier avec filigrane | 4 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);1963-11-01;France | Tunisie;1948-1983;Voyage | Thèse de Jean Duvignaud | Visite des Arland en Tunisie | Chronique sociologique | Pièces de théâtre;;Personnes citées : Astier, Christine | Saïd, Rafik (Directeur du Comité Culturel Tunisien) | Hourani, Cécil (1917-2020) | Paz, Octavio (1914-1998) | Vilar, Jean (1912-1971);Jean Duvignaud, L'Acteur : Esquisse d'une sociologie du comédien, Gallimard, 1965 | Molière, L'Ecole des femmes, 1962 (pièce donnée à Hammamet en arabe par et avec Aly Ben Ayed) | Albert Camus, Caligula, Gallimard, 1944;Paris (France) | Bruxelles | Japon | 253 Boulevard Raspail - Paris (France) XIVe | Inde | Népal | Angkor - Cambodge | Hong-Kong | Rio de Janeiro | Jerusalem | Damas | Tokyo | New Dehli;Ambassade de France en Tunisie | Théâtre des Nations | Editions Gallimard;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;16 décembre 1963;ARL68;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Papier avec filigrane | 2 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);1963-12-16;France | Tunisie;1948-1983;Visite des Arland en Tunisie;;Personnes citées : Hourani, Cécil (1917-2020) | Arland, Janine | Astier, Christine;;Marseille | Sidi bou Said (Tunisie);Ambassade de France en Tunisie | Relations culturelles tunisiennes | Centre Culturel d'Hammamet;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;24 janvier 1964;ARL69;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Papier avec filigrane | 3 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);1964-01-24;France | Tunisie;1948-1983;Visite des Arland en Tunisie | Carrière universitaire | Thèse de Jean Duvignaud | Chronique sociologique;;Personnes citées : Antoine, Gérald (1915-2014);Jacques Berque, La dépossession du Monde, Seuil, 1964;Orléans (France);Sorbonne Université | Université d'Orléans-Tours | Académie d'Orléans;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;25 janvier 1964;ARL70;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Papier avec filigrane  | 1 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);1964-01-25;France | Tunisie;1948-1983;Carrière universitaire;Candidature de Arland, Marcel à l'Académie Française;Personnes citées : Cocteau, Jean (1889-1963);;Sidi Bou Said (Tunisie);;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;04 février 1964;ARL71;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Papier avec filigrane | 2 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);1964-02-04;France | Tunisie;1948-1983;Visite des Arland en Tunisie | Vie culturelle;Notes : On apprend dans cette lettre l'amitié entre Jean Duvignaud et Cecil Hourani.;Personnes citées : Hourani, Cécil (1917-2020) | Malraux, André (1901-1976) | Bourguiba, Habib (1903-2000) | de Rougemont, Denis (1906-1985) | Antoine, Gérald (1915-2014);;Liban | Tunis | Pontigny;Centre Culturel d'Hammamet | Ambassade de France en Tunisie | N.R.F. (1919-);Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;18 mars 1964;ARL72;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Papier avec filigrane | 2 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);1964-03-18;France | Tunisie;1948-1983;Visite des Arland en Tunisie | Personnel;Candidature de Arland, Marcel à l'Académie Française;Personnes citées : François-Poncet, Jean (1928-2012) | Arland, Dominique | Arland, Janine;;;Centre Culturel d'Hammamet;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;17 mai 1964;ARL73;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Papier avec filigrane | 1 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);1964-05-17;France;1948-1983;Personnel;;Personnes citées : Astier, Christine;;La Rochelle (France) | Tunis;;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;16 juin 1964;ARL74;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Papier avec filigrane | 2 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);1964-06-16;France | Tunisie;1948-1983;Chronique littéraire | Edition | Thèse de Jean Duvignaud;;Personnes citées : Sartre, Jean-Paul (1905-1980) | Arland, Janine;Pierre Gascar, Le Meilleur de la vie, Gallimard, 1964 | Parain, Brice, Joseph, Gallimard, 1964 | Jean Duvignaud, L'Acteur : Esquisse d'une sociologie du comédien, Gallimard, 1965;Norvège | Paris (France);Editions Gallimard;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;14 aout 1964;ARL75;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Papier avec filigrane | 2 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);1964-08-14;France | Tunisie;1948-1983;Carrière universitaire;Le poste promis à Jean Duvignaud à l'Université d'Orléans à été donné à quelqu'un d'autre, 'qui n'est pas de la discipline'.;Personnes citées : Arland, Janine | Aron, Raymond (1905-1983) | Gurvitch, Georges (1894-1965);;Canada | Amérique | Paris (France);Université d'Orléans-Tours;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;11 octobre 1964;ARL76;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Papier sans filigrane | 2 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);1964-10-11;France | Canada;1948-1983;Voyage | Chronique littéraire;;Personnes citées : Astier, Christine | Arland, Janine;Charlie Chaplin, Histoire de ma vie, Simon & Schuster, 1964;Montréal (Canada) | Paris (France) | Tunis | Jéricho (Cisjordanie) | 253 boulevard Raspail - Paris (France) XIV;N.R.F. (1919-);Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;04 novembre 1964;ARL77;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Papier avec filigrane | 2 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);1964-11-04;France | Tunisie;1948-1983;Chronique littéraire | Thèse de Jean Duvignaud | Chronique sociologique;;Personnes citées : Astier, Christine | Arland, Janine;Charlie Chaplin, Histoire de ma vie, Simon & Schuster, 1964 | Artaud, Antonin, Le théâtre et son double, Gallimard, 1964 (1ère édition : 1938) | Michel Zeraffa, L'Histoire, Grasset, 1964 | George Orwell, La République des animaux, Gallimard, 1964 (1ère édition : 1945) | Lucien Goldmann, Pour une sociologie du roman, Gallimard, 1956 (réimpr. 1964);Sidi Bou Said (Tunisie);;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;29 novembre 1964;ARL78;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Papier avec filigrane | 2 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);1964-11-29;France | Tunisie;1948-1983;Personnel | Chronique littéraire | Chronique sociologique;;Personnes citées : Christine Duvignaud (Astier, Christine);Artaud, Antonin, Le théâtre et son double, Gallimard, 1964 (1ère édition : 1938) | Michel Zeraffa, L'Histoire, Grasset, 1964 | George Orwell, La République des animaux, Gallimard, 1964 (1ère édition : 1945) | Lucien Goldmann, Pour une sociologie du roman, Gallimard, 1956 (réimpr, 1964);Sidi Bou Said (Tunisie) | Jéricho (Cisjordanie);;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;21 décembre 1964;ARL79;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Papier avec filigrane | 2 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);1964-12-21;France | Tunisie;1948-1983;Chronique sociologique;;Personnes citées : Cioran, Emil (1911-1995) | Artaud, Antonin (1896-1948) | Charlie Chaplin (1889-1977) | Astier, Christine;Lewis Mumford, La Cité à travers l'histoire, Seuil, 1964 | Michel Butor, Le génie du lieu, Grasset, 1958 | Lucien Goldmann, Pour une sociologie du roman, Gallimard, 1956 (réimpr. 1964);Sidi Bou Said (Tunisie);;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;Mardi 1965;ARL80;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Papier avec filigrane | 2 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);1905-05-18;France | Tunisie;1948-1983;Personnel | Thèse de Jean Duvignaud | Pièce de théâtre | Edition;;Personnes citées : Gallimard, Robert (1925-1987) | Arland, Janine;Jean Duvignaud, L'Acteur : Esquisse d'une sociologie du comédien, Gallimard, 1965;Ile de Ré | Sidi Bou Said (Tunisie) | M'Sila (Algérie);CNRS | N.R.F. (1919-) | Faculté de lettres de La Sorbonne;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;16 février 1965;ARL81;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Papier avec filigrane | 1 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);1965-02-16;France | Tunisie;1948-1983;Chronique littéraire;;;Jospeh Breitbach, Rapport sur Bruno, Gallimard, 1964;;Editions Gallimard;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;02 avril 1965;ARL82;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Papier sans filigrane | 2 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);1965-04-02;France | Tunisie;1948-1983;Critique littéraire;Jean Duvignaud adresse une écrivaine qu'il juge prometteuse à Arland, Marcel;Personnes citées : Arland, Marcel (1899-1986);;5 rue Sébastien Bottin - Paris (France) VIIe | Paris (France) | Sidi Bou Said (Tunisie);N.R.F. (1919-);Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;14 avril 1965;ARL83;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Papier avec filigrane | 2 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);1965-04-14;France | Tunisie;1948-1983;Chronique sociologique;;Personnes citées : Grenier, Roger (1919-2017);Lewis Mumford, La Cité à travers l'histoire, Seuil, 1964;;Editions Gallimard;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;24 avril 1965;ARL84;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Papier avec filigrane | 1 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);1965-04-24;France | Tunisie;1948-1983;Personnel;;Personnes citées : Astier, Christine;;Paris (France);;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;28 avril 1965;ARL85;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Papier avec filigrane | 2 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);1965-04-28;France | Tunisie;1948-1983;Edition | Carrière littéraire;Les éditions Gallimard annoncent à Jean Duvignaud que ses livres vont être mis au pilon, faute de s'être assez vendus. Visiblement déçu il préfère pour ses prochains romans s'en remettre à d'autres maisons d'édition.;;Jean Duvignaud, L'Or de la République, Gallimard, 1957;;Editions Gallimard | Grasset | Presses Universitaires de France;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;07 mars 1965;ARL86;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Papier sans filigrane | 3 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);1965-03-07;France | Tunisie;1948-1983;Chronique sociologique | Chronique littéraire | Thèse de Jean Duvignaud;;Personnes citées : Arland, Janine | Dumur, Guy (1921-1991) | Daniel, Jean (1920-2020) | Chapsal, Madeleine (1925-2024);Arland, Marcel, Le Grand Pardon, Gallimard, 1965 | Heimito von Doderer, Les démons, Gallimard, 1965;;Editions Gallimard | L'Express | L'Observateur;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;07 juin 1965;ARL87;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Papier avec filigrane | 2 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);1965-06-07;France | Tunisie;1948-1983;Chronique sociologique | Carrière universitaire | Carrière diplomatique;;Personnes citées : Lambrichs, Georges (1917-1992) | Arland, Janine;Roger Caillois, Au cœur du fantastique,Gallimard, 1965 | Georg Lukács, Le Roman historique, Payot, 1965 | Eugen Fink, La philosophie de Nietzsche, Editions de Minuit, 1965 | Pierre Charpentrat, Baroque, Coll. 'Architecture universelle', Editions de l'Office du livre (Fribourg), 1964;Sidi Bou Said (Tunisie) | Paris (France);Quai d'Orsay;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;21 juillet 1965;ARL88;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Papier avec filigrane | 2 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);1965-07-21;France | Tunisie;1948-1983;Chronique sociologique;Jean Duvignaud réagit à la nomination de Nora, Pierre à la direction de la collection Bibliothèque des Sciences Humaines chez Gallimard.;Personnes citées : Gurvitch, Georges (1894-1965) | Nora, Pierre (1931-) | Balandier, Georges (1920-2016);Pierre Charpentrat, Baroque, Coll. 'Architecture universelle', Editions de l'Office du livre (Fribourg), 1964;Tunis;Editions Gallimard | Faculté des Lettres et des Sciences Humaines - Université de Tunis;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;23 juillet 1965;ARL89;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Papier sans filigrane | 2 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);1965-07-23;France | Tunisie;1948-1983;Critique dramatique | Chronique sociologique;;Personnes citées : Burckhardt, Carl Jacob (1891-1974) | Béjart, Maurice (1927-2007) | Astier, Christine;Pierre Charpentrat, Baroque, Coll. 'Architecture universelle', Editions de l'Office du livre (Fribourg), 1964;Hammamet (Tunisie);;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;07 aout 1965;ARL90;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Papier sans filigrane | 2 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);1965-08-07;France | Tunisie;1948-1983;Critique dramatique | Chronique sociologique | Pièces de théâtre;;Personnes citées : Béjart, Maurice (1927-2007) | Daniel, Jean (1920-2020) | Vilar, Jean (1912-1971) | Arland, Janine | Astier, Christine;Simon Edelstein (photographies) et Jean Duvignaud (textes), Tunisie, Éditions Rencontre, 1965;Hammamet (Tunisie) | Sidi Bou Said - Tunisie | Beyrouth - Liban;N.R.F. (1919-);Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;21 aout 1965;ARL91;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Papier sans filigrane | 3 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);1965-08-21;France | Tunisie;1948-1983;Pièces de théâtre | Personnel;Jean Duvignaud soumet à l'avis de Arland, Marcel la dernière pièce de théâtre qu'il a écrite (Le triple jeu ?). Il a également reçu la confirmation officielle de la création d'une chaire de sociologie en sa faveur à l'Université d'Orléans-Tours le 1er octobre. Il quitte donc sous peu Tunis.;Personnes citées : Valéry, Paul (1971-1945);;Hammamet (Tunisie) | Paris (France) | Tunis - Tunisie | Beyrouth - Liban | Menton - France | Brinville - France;Université d'Orléans-Tours;Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
Archives de Jean Duvignaud (1921-2007);Bibliothèque Littéraire Jacques Doucet, 8 Pl. du Panthéon, 75005 Paris - Fonds Arland, Marcel - ARL C;Projet autour des archives de Jean Duvignaud - Correspondance avec Marcel Arland;31 aout 1965;ARL92;Projet ESR - ESNA;Jean Duvignaud (1921-2007);;Support : Papier avec filigrane | 2 f.;Texte manuscrit;fr;Marcel Arland (1899-1986);1965-08-31;France | Tunisie;1948-1983;Pièces de théâtre | Art;Jean Duvignaud transmet à Arland, Marcel le contact de Peter Brook car ce dernier lui a expliqué son projet d'écriture d'un livre sur les peintres anglais dont Francis Bacon.;Personnes citées : Brook, Peter (1925-2022) | Bacon, Françis (1909-1992);Peter Brook (metteur en scène), The King Lear au Théâtre des Nations, 1963 |  Jean Duvignaud, Sociologie du théâtre - Essai sur les ombres collectives, P.U.F., 1965;31 rue Guénegaud - Paris (France) VIe;Centre Culturel d'Hammamet | N.R.F. (1919-);Projet ESR - ESNA, données publiées avec l'autorisation des ayants droit, licence CC BY-NC-ND 4.0;CC BY-NC-ND 4.0
